online_order,book_table,votes,location,approx_cost(for two people),listed_in(type),listed_in(city),cuisines_counts,rest_type_counts,Target
Yes,No,9,BTM,600.0,Delivery,Jayanagar,3,1,0
Yes,No,360,Jayanagar,400.0,Delivery,Jayanagar,2,1,1
Yes,No,22,Koramangala 5th Block,600.0,Delivery,Jayanagar,3,1,1
Yes,No,251,Jayanagar,300.0,Delivery,Jayanagar,2,1,1
Yes,No,97,BTM,1000.0,Delivery,Jayanagar,6,1,1
Yes,Yes,459,JP Nagar,700.0,Delivery,Jayanagar,3,1,1
Yes,No,91,Jayanagar,300.0,Delivery,Jayanagar,3,1,1
Yes,No,99,Bannerghatta Road,300.0,Delivery,Jayanagar,2,1,1
Yes,No,908,Koramangala 5th Block,600.0,Delivery,Jayanagar,3,1,0
Yes,No,41,BTM,400.0,Delivery,Jayanagar,1,1,0
Yes,No,386,BTM,400.0,Delivery,Jayanagar,2,1,0
Yes,No,63,Koramangala 5th Block,150.0,Delivery,Jayanagar,2,1,1
Yes,No,207,Koramangala 5th Block,500.0,Delivery,Jayanagar,2,1,0
Yes,Yes,590,JP Nagar,1200.0,Delivery,Jayanagar,4,2,1
Yes,No,75,other,200.0,Delivery,Jayanagar,2,1,1
Yes,Yes,1781,Koramangala 5th Block,1200.0,Delivery,Jayanagar,4,1,1
Yes,No,6,Basavanagudi,300.0,Delivery,Jayanagar,2,1,0
Yes,No,6,other,300.0,Delivery,Jayanagar,2,1,0
Yes,No,13,BTM,300.0,Delivery,Jayanagar,1,1,0
Yes,No,123,Banashankari,200.0,Delivery,Jayanagar,1,1,0
Yes,No,9,BTM,250.0,Delivery,Jayanagar,1,1,0
Yes,No,10,JP Nagar,500.0,Delivery,Jayanagar,2,1,0
Yes,No,16,other,800.0,Delivery,Jayanagar,3,1,0
Yes,No,34,JP Nagar,150.0,Delivery,Jayanagar,2,1,0
Yes,No,257,other,300.0,Delivery,Jayanagar,2,1,1
Yes,No,40,BTM,350.0,Delivery,Jayanagar,2,1,0
Yes,No,153,JP Nagar,400.0,Delivery,Jayanagar,2,1,1
No,No,1830,Jayanagar,200.0,Delivery,Jayanagar,2,1,1
Yes,No,80,Jayanagar,750.0,Delivery,Jayanagar,6,1,0
Yes,No,14,BTM,300.0,Delivery,Jayanagar,1,1,0
Yes,No,35,BTM,200.0,Delivery,Jayanagar,1,1,0
Yes,No,265,Koramangala 7th Block,650.0,Delivery,Jayanagar,2,1,1
Yes,No,198,Banashankari,300.0,Delivery,Jayanagar,1,1,1
Yes,No,11,Basavanagudi,200.0,Delivery,Jayanagar,4,2,0
Yes,No,61,Banashankari,300.0,Delivery,Jayanagar,2,1,1
Yes,No,60,other,700.0,Delivery,Jayanagar,1,1,0
No,No,336,Jayanagar,550.0,Delivery,Jayanagar,4,1,1
Yes,No,208,BTM,400.0,Delivery,Jayanagar,3,2,1
Yes,No,22,Basavanagudi,200.0,Delivery,Jayanagar,2,1,1
Yes,No,22,Bannerghatta Road,400.0,Delivery,Jayanagar,1,1,0
Yes,No,45,Banashankari,800.0,Delivery,Jayanagar,3,1,0
Yes,No,888,Koramangala 7th Block,650.0,Delivery,Jayanagar,2,1,0
Yes,No,90,Jayanagar,500.0,Delivery,Jayanagar,5,1,0
Yes,No,51,BTM,200.0,Delivery,Jayanagar,2,1,1
Yes,No,54,Basavanagudi,600.0,Delivery,Jayanagar,2,1,0
Yes,No,68,Koramangala 5th Block,700.0,Delivery,Jayanagar,1,1,0
Yes,No,60,BTM,900.0,Delivery,Jayanagar,1,1,0
Yes,No,249,BTM,500.0,Delivery,Jayanagar,1,2,1
Yes,No,51,BTM,300.0,Delivery,Jayanagar,3,2,0
Yes,No,6,Basavanagudi,100.0,Delivery,Jayanagar,2,1,0
Yes,Yes,446,Jayanagar,1200.0,Delivery,Jayanagar,4,2,1
Yes,No,165,Bannerghatta Road,450.0,Delivery,Jayanagar,3,1,0
Yes,No,453,Koramangala 7th Block,600.0,Delivery,Jayanagar,1,1,1
Yes,No,7,BTM,400.0,Delivery,Jayanagar,4,1,0
Yes,No,5,Basavanagudi,800.0,Delivery,Jayanagar,4,2,0
Yes,Yes,344,Koramangala 5th Block,700.0,Delivery,Jayanagar,1,1,1
Yes,No,22,Basavanagudi,250.0,Delivery,Jayanagar,1,1,0
Yes,No,74,Jayanagar,800.0,Delivery,Jayanagar,4,1,1
Yes,No,4,JP Nagar,200.0,Delivery,Jayanagar,4,2,0
Yes,No,36,BTM,200.0,Delivery,Jayanagar,2,1,0
Yes,No,6,BTM,300.0,Delivery,Jayanagar,2,1,0
Yes,No,658,Jayanagar,600.0,Delivery,Jayanagar,2,2,1
Yes,No,31,BTM,150.0,Delivery,Jayanagar,1,1,0
Yes,No,265,Jayanagar,700.0,Delivery,Jayanagar,3,1,1
Yes,No,5,BTM,300.0,Delivery,Jayanagar,2,2,0
Yes,No,6,Banashankari,200.0,Delivery,Jayanagar,2,1,0
Yes,No,138,BTM,300.0,Delivery,Jayanagar,2,1,1
Yes,No,28,BTM,450.0,Delivery,Jayanagar,2,1,0
Yes,No,43,JP Nagar,500.0,Delivery,Jayanagar,2,1,0
Yes,No,176,Basavanagudi,800.0,Delivery,Jayanagar,3,1,1
Yes,No,77,JP Nagar,150.0,Delivery,Jayanagar,2,1,1
Yes,No,42,BTM,250.0,Delivery,Jayanagar,4,1,0
Yes,No,171,JP Nagar,250.0,Delivery,Jayanagar,1,1,1
Yes,No,12,BTM,250.0,Delivery,Jayanagar,2,1,0
Yes,No,61,Basavanagudi,100.0,Delivery,Jayanagar,1,1,1
No,No,77,Jayanagar,1200.0,Delivery,Jayanagar,3,1,1
Yes,No,75,Banashankari,200.0,Delivery,Jayanagar,2,1,1
Yes,No,410,JP Nagar,500.0,Delivery,Jayanagar,2,1,1
Yes,Yes,1878,BTM,900.0,Delivery,Jayanagar,3,1,1
Yes,No,27,JP Nagar,600.0,Delivery,Jayanagar,2,1,0
Yes,No,149,Koramangala 5th Block,350.0,Delivery,Jayanagar,2,2,1
Yes,No,30,Jayanagar,100.0,Delivery,Jayanagar,2,1,1
Yes,Yes,2565,Koramangala 5th Block,1200.0,Delivery,Jayanagar,4,1,1
No,Yes,738,Jayanagar,800.0,Delivery,Jayanagar,8,1,1
Yes,Yes,385,Koramangala 5th Block,1500.0,Delivery,Jayanagar,4,2,1
Yes,No,166,Koramangala 5th Block,300.0,Delivery,Jayanagar,1,1,1
Yes,No,76,Basavanagudi,300.0,Delivery,Jayanagar,3,1,1
Yes,No,128,other,500.0,Delivery,Jayanagar,4,1,1
Yes,No,4,JP Nagar,300.0,Delivery,Jayanagar,1,2,0
Yes,No,137,Jayanagar,350.0,Delivery,Jayanagar,2,1,1
Yes,No,1139,Koramangala 5th Block,500.0,Delivery,Jayanagar,2,1,1
Yes,No,64,Koramangala 5th Block,250.0,Delivery,Jayanagar,2,1,1
Yes,No,5,Koramangala 5th Block,400.0,Delivery,Jayanagar,2,1,0
Yes,No,614,BTM,600.0,Delivery,Jayanagar,4,1,1
Yes,No,72,Jayanagar,450.0,Delivery,Jayanagar,3,1,0
Yes,No,181,JP Nagar,400.0,Delivery,Jayanagar,1,1,1
Yes,Yes,456,Koramangala 7th Block,1500.0,Delivery,Jayanagar,1,2,1
Yes,No,85,JP Nagar,500.0,Delivery,Jayanagar,4,1,0
Yes,No,76,other,300.0,Delivery,Jayanagar,3,1,1
Yes,No,11,Jayanagar,200.0,Delivery,Jayanagar,1,1,0
Yes,No,19,Jayanagar,300.0,Delivery,Jayanagar,3,1,0
Yes,No,234,Jayanagar,800.0,Delivery,Jayanagar,4,1,1
Yes,No,13,BTM,400.0,Delivery,Jayanagar,2,1,0
Yes,No,37,BTM,400.0,Delivery,Jayanagar,4,1,0
Yes,No,13,JP Nagar,300.0,Delivery,Jayanagar,4,1,0
Yes,No,8,JP Nagar,500.0,Delivery,Jayanagar,2,1,0
Yes,No,20,Koramangala 7th Block,600.0,Delivery,Jayanagar,4,1,0
Yes,Yes,344,Koramangala 5th Block,1000.0,Delivery,Jayanagar,6,2,1
Yes,No,12,BTM,500.0,Delivery,Jayanagar,1,1,0
Yes,No,9,BTM,150.0,Delivery,Jayanagar,1,1,0
Yes,No,14,Jayanagar,600.0,Delivery,Jayanagar,2,1,1
Yes,No,152,Koramangala 7th Block,500.0,Delivery,Jayanagar,2,1,1
Yes,No,392,Koramangala 7th Block,750.0,Delivery,Jayanagar,3,1,1
Yes,No,35,Basavanagudi,200.0,Delivery,Jayanagar,1,1,0
Yes,No,35,Jayanagar,300.0,Delivery,Jayanagar,2,1,0
Yes,No,12,Basavanagudi,150.0,Delivery,Jayanagar,2,1,0
Yes,No,55,JP Nagar,200.0,Delivery,Jayanagar,3,1,0
Yes,No,11,Koramangala 5th Block,300.0,Delivery,Jayanagar,2,2,0
Yes,No,7,BTM,400.0,Delivery,Jayanagar,2,1,0
No,Yes,114,Jayanagar,800.0,Delivery,Jayanagar,4,1,1
Yes,No,59,BTM,400.0,Delivery,Jayanagar,3,1,0
Yes,Yes,1017,JP Nagar,1300.0,Delivery,Jayanagar,3,2,1
Yes,No,145,Banashankari,700.0,Delivery,Jayanagar,3,1,1
Yes,No,138,BTM,300.0,Delivery,Jayanagar,2,1,0
Yes,Yes,975,Jayanagar,1500.0,Delivery,Jayanagar,5,2,1
Yes,No,116,BTM,400.0,Delivery,Jayanagar,2,2,1
Yes,No,41,BTM,500.0,Delivery,Jayanagar,1,1,0
Yes,No,21,Koramangala 8th Block,300.0,Delivery,Jayanagar,2,1,0
Yes,No,41,Koramangala 7th Block,200.0,Delivery,Jayanagar,1,1,1
Yes,No,8,Koramangala 6th Block,250.0,Delivery,Jayanagar,1,1,0
Yes,No,18,Jayanagar,150.0,Delivery,Jayanagar,2,1,1
Yes,No,16,BTM,200.0,Delivery,Jayanagar,2,2,0
Yes,No,36,Koramangala 7th Block,300.0,Delivery,Jayanagar,2,1,1
Yes,No,514,Basavanagudi,600.0,Delivery,Jayanagar,3,1,0
Yes,No,919,JP Nagar,1000.0,Delivery,Jayanagar,4,1,1
Yes,No,68,Jayanagar,400.0,Delivery,Jayanagar,2,1,0
Yes,No,8,BTM,200.0,Delivery,Jayanagar,1,1,0
Yes,Yes,239,JP Nagar,600.0,Delivery,Jayanagar,6,2,1
Yes,No,157,other,450.0,Delivery,Jayanagar,2,1,1
Yes,No,407,Jayanagar,400.0,Delivery,Jayanagar,3,1,0
Yes,No,192,BTM,450.0,Delivery,Jayanagar,1,1,0
Yes,Yes,1384,Koramangala 7th Block,1100.0,Delivery,Jayanagar,6,1,1
Yes,No,397,Jayanagar,300.0,Delivery,Jayanagar,2,1,0
Yes,No,464,BTM,500.0,Delivery,Jayanagar,5,1,1
Yes,No,36,Koramangala 7th Block,600.0,Delivery,Jayanagar,1,1,0
Yes,No,84,BTM,300.0,Delivery,Jayanagar,2,1,0
Yes,No,203,BTM,300.0,Delivery,Jayanagar,2,1,1
Yes,No,10,JP Nagar,500.0,Delivery,Jayanagar,5,1,0
Yes,No,100,BTM,700.0,Delivery,Jayanagar,3,1,1
Yes,Yes,2710,other,1000.0,Delivery,Jayanagar,3,1,1
Yes,No,70,Banashankari,400.0,Delivery,Jayanagar,3,1,1
Yes,No,247,Jayanagar,400.0,Delivery,Jayanagar,4,1,1
Yes,No,32,Jayanagar,250.0,Delivery,Jayanagar,2,1,1
Yes,No,26,BTM,100.0,Delivery,Jayanagar,1,1,0
Yes,No,57,JP Nagar,650.0,Delivery,Jayanagar,2,1,0
Yes,No,1061,Koramangala 5th Block,800.0,Delivery,Jayanagar,3,1,1
Yes,No,261,JP Nagar,300.0,Delivery,Jayanagar,2,1,1
Yes,No,37,Jayanagar,400.0,Delivery,Jayanagar,2,2,1
Yes,No,8,Jayanagar,200.0,Delivery,Jayanagar,1,1,0
Yes,No,76,Koramangala 5th Block,500.0,Delivery,Jayanagar,2,1,1
Yes,No,6,JP Nagar,250.0,Delivery,Jayanagar,1,1,0
Yes,No,31,BTM,300.0,Delivery,Jayanagar,2,1,0
Yes,No,10,other,100.0,Delivery,Jayanagar,2,1,0
Yes,No,23,BTM,400.0,Delivery,Jayanagar,3,1,1
Yes,No,30,BTM,300.0,Delivery,Jayanagar,2,1,0
Yes,No,8,BTM,250.0,Delivery,Jayanagar,2,1,0
Yes,No,57,BTM,300.0,Delivery,Jayanagar,3,1,1
Yes,No,57,Jayanagar,400.0,Delivery,Jayanagar,4,1,0
No,No,128,Jayanagar,400.0,Delivery,Jayanagar,2,1,1
Yes,No,7,JP Nagar,300.0,Delivery,Jayanagar,3,2,0
Yes,No,13,Banashankari,400.0,Delivery,Jayanagar,4,1,0
Yes,Yes,1244,Koramangala 5th Block,600.0,Delivery,Jayanagar,1,1,1
Yes,No,39,other,300.0,Delivery,Jayanagar,1,1,0
Yes,No,29,BTM,400.0,Delivery,Jayanagar,3,1,0
Yes,Yes,791,JP Nagar,1300.0,Delivery,Jayanagar,3,1,1
Yes,No,99,JP Nagar,250.0,Delivery,Jayanagar,2,1,1
Yes,No,7,Koramangala 7th Block,400.0,Delivery,Jayanagar,2,2,0
Yes,No,205,Jayanagar,300.0,Delivery,Jayanagar,2,1,1
Yes,No,26,BTM,400.0,Delivery,Jayanagar,3,1,0
Yes,No,95,BTM,700.0,Delivery,Jayanagar,4,1,0
Yes,No,24,Banashankari,600.0,Delivery,Jayanagar,2,1,0
Yes,No,7220,Koramangala 5th Block,600.0,Delivery,Jayanagar,4,1,1
Yes,No,45,Koramangala 8th Block,300.0,Delivery,Jayanagar,1,1,0
Yes,No,29,Koramangala 7th Block,400.0,Delivery,Jayanagar,2,1,0
Yes,No,339,JP Nagar,300.0,Delivery,Jayanagar,2,1,1
Yes,No,465,BTM,300.0,Delivery,Jayanagar,2,1,1
Yes,No,13,Jayanagar,400.0,Delivery,Jayanagar,6,1,0
Yes,No,4,BTM,100.0,Delivery,Jayanagar,2,1,0
Yes,No,187,BTM,400.0,Delivery,Jayanagar,2,1,1
Yes,No,23,Jayanagar,300.0,Delivery,Jayanagar,2,1,0
Yes,No,60,JP Nagar,500.0,Delivery,Jayanagar,1,1,0
Yes,No,38,JP Nagar,400.0,Delivery,Jayanagar,1,1,1
Yes,No,22,BTM,500.0,Delivery,Jayanagar,3,2,0
Yes,No,20,Jayanagar,250.0,Delivery,Jayanagar,2,1,0
Yes,No,149,Koramangala 5th Block,600.0,Delivery,Jayanagar,3,1,1
Yes,No,4,Koramangala 5th Block,300.0,Delivery,Jayanagar,1,1,0
Yes,No,29,Jayanagar,400.0,Delivery,Jayanagar,2,1,0
Yes,No,140,JP Nagar,800.0,Delivery,Jayanagar,2,1,1
Yes,No,68,Basavanagudi,250.0,Delivery,Jayanagar,1,1,0
Yes,No,130,Jayanagar,650.0,Delivery,Jayanagar,3,1,1
Yes,No,91,BTM,450.0,Delivery,Jayanagar,3,1,1
Yes,No,54,BTM,250.0,Delivery,Jayanagar,1,1,0
Yes,No,208,JP Nagar,650.0,Delivery,Jayanagar,3,1,0
Yes,No,6,BTM,300.0,Delivery,Jayanagar,3,1,0
Yes,Yes,869,Koramangala 5th Block,600.0,Delivery,Jayanagar,4,1,1
Yes,Yes,350,Banashankari,1200.0,Delivery,Jayanagar,6,1,1
Yes,No,128,Banashankari,300.0,Delivery,Jayanagar,2,1,0
Yes,No,23,BTM,600.0,Delivery,Jayanagar,3,2,0
Yes,No,1782,Jayanagar,200.0,Delivery,Jayanagar,4,1,1
Yes,No,6,JP Nagar,500.0,Delivery,Jayanagar,1,1,0
Yes,Yes,294,Koramangala 5th Block,800.0,Delivery,Jayanagar,3,1,1
Yes,No,56,Koramangala 5th Block,500.0,Delivery,Jayanagar,1,1,1
Yes,No,23,Basavanagudi,100.0,Delivery,Jayanagar,2,1,0
Yes,No,257,BTM,500.0,Delivery,Jayanagar,4,1,1
Yes,No,11,Basavanagudi,800.0,Delivery,Jayanagar,3,1,0
Yes,No,6,JP Nagar,300.0,Delivery,Jayanagar,2,1,0
Yes,No,469,Basavanagudi,750.0,Delivery,Jayanagar,3,1,1
Yes,No,6,Jayanagar,100.0,Delivery,Jayanagar,1,1,0
Yes,No,455,Koramangala 6th Block,1000.0,Delivery,Jayanagar,1,1,1
Yes,No,65,Koramangala 6th Block,350.0,Delivery,Jayanagar,2,1,0
Yes,No,6,Jayanagar,550.0,Delivery,Jayanagar,2,1,0
Yes,Yes,150,other,1100.0,Delivery,Jayanagar,8,1,1
Yes,No,187,Koramangala 8th Block,400.0,Delivery,Jayanagar,4,1,1
Yes,No,14,BTM,200.0,Delivery,Jayanagar,3,1,0
Yes,No,326,Jayanagar,400.0,Delivery,Jayanagar,1,1,1
Yes,No,45,BTM,500.0,Delivery,Jayanagar,3,1,0
Yes,No,12,Jayanagar,200.0,Delivery,Jayanagar,2,1,0
Yes,No,18,BTM,350.0,Delivery,Jayanagar,3,1,0
Yes,No,23,BTM,350.0,Delivery,Jayanagar,3,1,0
No,No,56,Jayanagar,200.0,Delivery,Jayanagar,2,1,1
No,Yes,570,Jayanagar,800.0,Delivery,Jayanagar,4,1,0
Yes,No,92,JP Nagar,300.0,Delivery,Jayanagar,3,1,1
Yes,No,58,Koramangala 7th Block,500.0,Delivery,Jayanagar,2,1,1
Yes,No,7,HSR,300.0,Delivery,Jayanagar,2,1,0
Yes,Yes,21,other,700.0,Delivery,Jayanagar,4,1,0
Yes,No,1654,Banashankari,600.0,Delivery,Jayanagar,3,1,1
Yes,No,90,Banashankari,650.0,Delivery,Jayanagar,1,1,1
Yes,No,20,JP Nagar,700.0,Delivery,Jayanagar,5,1,0
Yes,No,41,Basavanagudi,250.0,Delivery,Jayanagar,2,1,1
Yes,No,214,BTM,600.0,Delivery,Jayanagar,5,1,1
Yes,No,319,Basavanagudi,100.0,Delivery,Jayanagar,1,1,1
Yes,No,20,BTM,150.0,Delivery,Jayanagar,1,1,0
Yes,No,62,Koramangala 6th Block,400.0,Delivery,Jayanagar,3,1,1
Yes,No,191,BTM,300.0,Delivery,Jayanagar,2,1,1
Yes,No,56,Jayanagar,400.0,Delivery,Jayanagar,3,1,0
Yes,Yes,235,Koramangala 5th Block,800.0,Delivery,Jayanagar,2,1,1
Yes,No,157,Jayanagar,450.0,Delivery,Jayanagar,3,1,0
Yes,No,11,BTM,300.0,Delivery,Jayanagar,2,1,0
Yes,No,42,Koramangala 7th Block,400.0,Delivery,Jayanagar,3,1,1
Yes,No,75,Banashankari,200.0,Delivery,Jayanagar,2,2,1
Yes,No,18,Jayanagar,150.0,Delivery,Jayanagar,3,1,0
Yes,No,20,BTM,300.0,Delivery,Jayanagar,3,1,0
Yes,Yes,553,Jayanagar,900.0,Delivery,Jayanagar,2,1,1
Yes,Yes,72,JP Nagar,400.0,Delivery,Jayanagar,2,1,1
Yes,Yes,80,Jayanagar,700.0,Delivery,Jayanagar,5,1,0
Yes,No,296,Banashankari,350.0,Delivery,Jayanagar,1,1,1
Yes,No,126,Jayanagar,400.0,Delivery,Jayanagar,3,1,1
Yes,No,9,Koramangala 7th Block,700.0,Delivery,Jayanagar,5,2,0
Yes,Yes,401,Koramangala 5th Block,1200.0,Delivery,Jayanagar,4,2,1
Yes,Yes,1406,JP Nagar,1100.0,Delivery,Jayanagar,2,2,1
Yes,No,118,JP Nagar,600.0,Delivery,Jayanagar,2,1,1
Yes,No,46,Jayanagar,200.0,Delivery,Jayanagar,1,1,0
Yes,Yes,1432,JP Nagar,800.0,Delivery,Jayanagar,2,1,1
Yes,No,14,Jayanagar,600.0,Delivery,Jayanagar,3,1,1
Yes,No,70,Koramangala 7th Block,400.0,Delivery,Jayanagar,1,1,1
Yes,No,20,JP Nagar,150.0,Delivery,Jayanagar,2,1,0
Yes,No,74,Koramangala 5th Block,600.0,Delivery,Jayanagar,3,1,0
Yes,No,4,JP Nagar,300.0,Delivery,Jayanagar,4,1,0
Yes,No,778,Koramangala 5th Block,750.0,Delivery,Jayanagar,2,1,1
Yes,No,10,Banashankari,100.0,Delivery,Jayanagar,1,1,0
Yes,No,167,Jayanagar,400.0,Delivery,Jayanagar,2,1,1
Yes,Yes,488,BTM,700.0,Delivery,Jayanagar,7,1,1
Yes,No,33,Koramangala 5th Block,250.0,Delivery,Jayanagar,2,1,1
Yes,No,102,Bannerghatta Road,350.0,Delivery,Jayanagar,2,1,0
Yes,No,17,BTM,600.0,Delivery,Jayanagar,2,1,0
Yes,No,179,BTM,400.0,Delivery,Jayanagar,2,1,0
No,No,83,Jayanagar,400.0,Delivery,Jayanagar,2,1,1
Yes,Yes,100,Koramangala 8th Block,700.0,Delivery,Jayanagar,3,1,1
Yes,No,600,Bannerghatta Road,400.0,Delivery,Jayanagar,1,1,1
Yes,No,528,Basavanagudi,500.0,Delivery,Jayanagar,1,1,1
Yes,No,259,Koramangala 5th Block,750.0,Delivery,Jayanagar,2,1,0
Yes,No,35,BTM,500.0,Delivery,Jayanagar,5,2,0
Yes,No,77,Koramangala 7th Block,800.0,Delivery,Jayanagar,2,1,1
Yes,No,233,Jayanagar,400.0,Delivery,Jayanagar,2,1,1
Yes,No,260,JP Nagar,300.0,Delivery,Jayanagar,1,1,1
Yes,No,11,BTM,150.0,Delivery,Jayanagar,2,1,0
Yes,No,210,other,600.0,Delivery,Jayanagar,3,1,1
No,Yes,2312,Jayanagar,950.0,Delivery,Jayanagar,2,1,1
Yes,No,4,Basavanagudi,200.0,Delivery,Jayanagar,3,1,0
Yes,No,21,BTM,400.0,Delivery,Jayanagar,3,1,0
Yes,No,1024,Koramangala 7th Block,550.0,Delivery,Jayanagar,3,2,1
Yes,No,15,BTM,200.0,Delivery,Jayanagar,4,2,0
Yes,No,273,BTM,900.0,Delivery,Jayanagar,4,1,1
Yes,No,24,Koramangala 5th Block,500.0,Delivery,Jayanagar,1,1,0
Yes,No,125,BTM,400.0,Delivery,Jayanagar,2,1,1
Yes,Yes,1368,Koramangala 7th Block,1400.0,Delivery,Jayanagar,3,2,1
Yes,No,1189,BTM,500.0,Delivery,Jayanagar,2,1,1
Yes,No,83,JP Nagar,400.0,Delivery,Jayanagar,2,1,0
Yes,No,64,Koramangala 5th Block,300.0,Delivery,Jayanagar,2,1,1
Yes,No,9,other,200.0,Delivery,Jayanagar,3,1,0
Yes,No,13,Koramangala 7th Block,600.0,Delivery,Jayanagar,3,1,0
Yes,No,5,Basavanagudi,100.0,Delivery,Jayanagar,1,1,0
Yes,No,1114,Koramangala 5th Block,750.0,Delivery,Jayanagar,4,1,1
Yes,No,295,BTM,700.0,Delivery,Jayanagar,5,1,1
Yes,No,47,other,350.0,Delivery,Jayanagar,1,1,0
Yes,No,42,Banashankari,300.0,Delivery,Jayanagar,3,1,1
Yes,No,144,Jayanagar,550.0,Delivery,Jayanagar,2,1,1
Yes,No,278,Koramangala 7th Block,450.0,Delivery,Jayanagar,1,1,1
Yes,No,34,JP Nagar,300.0,Delivery,Jayanagar,2,1,0
Yes,No,6,BTM,300.0,Delivery,Jayanagar,1,1,0
Yes,No,42,Jayanagar,400.0,Delivery,Jayanagar,2,1,0
Yes,No,510,JP Nagar,1000.0,Delivery,Jayanagar,4,2,1
No,No,9,BTM,100.0,Delivery,Jayanagar,1,1,0
Yes,No,31,BTM,400.0,Delivery,Jayanagar,5,1,0
Yes,No,24,BTM,400.0,Delivery,Jayanagar,1,1,0
Yes,No,133,Jayanagar,700.0,Delivery,Jayanagar,4,1,0
Yes,No,9,JP Nagar,450.0,Delivery,Jayanagar,4,1,0
Yes,No,27,BTM,400.0,Delivery,Jayanagar,2,1,0
No,No,335,Jayanagar,600.0,Delivery,Jayanagar,1,1,0
Yes,Yes,887,JP Nagar,900.0,Delivery,Jayanagar,1,1,1
Yes,No,130,Banashankari,600.0,Delivery,Jayanagar,3,1,0
Yes,No,73,BTM,600.0,Delivery,Jayanagar,2,1,0
Yes,No,869,BTM,500.0,Delivery,Jayanagar,5,1,1
Yes,No,310,BTM,600.0,Delivery,Jayanagar,2,1,1
Yes,No,28,other,350.0,Delivery,Jayanagar,3,1,0
Yes,No,37,JP Nagar,300.0,Delivery,Jayanagar,1,1,0
Yes,No,8,Shanti Nagar,150.0,Delivery,Jayanagar,1,1,0
Yes,No,75,other,1000.0,Delivery,Jayanagar,4,1,1
Yes,No,60,Jayanagar,400.0,Delivery,Jayanagar,2,1,0
Yes,No,216,Basavanagudi,500.0,Delivery,Jayanagar,4,1,1
Yes,No,3451,Koramangala 7th Block,600.0,Delivery,Jayanagar,1,1,1
Yes,No,24,Banashankari,300.0,Delivery,Jayanagar,3,1,0
Yes,No,73,Basavanagudi,300.0,Delivery,Jayanagar,3,1,1
Yes,No,2862,Koramangala 5th Block,600.0,Delivery,Jayanagar,5,1,1
Yes,Yes,677,Koramangala 7th Block,1500.0,Delivery,Jayanagar,3,1,1
Yes,No,244,Jayanagar,650.0,Delivery,Jayanagar,4,1,1
Yes,No,181,Jayanagar,250.0,Delivery,Jayanagar,2,1,1
Yes,No,24,BTM,300.0,Delivery,Jayanagar,2,1,0
Yes,Yes,847,JP Nagar,1100.0,Delivery,Jayanagar,3,2,1
Yes,No,892,Banashankari,750.0,Delivery,Jayanagar,5,1,1
No,No,31,Jayanagar,200.0,Delivery,Jayanagar,2,1,0
Yes,No,85,Koramangala 7th Block,400.0,Delivery,Jayanagar,1,1,1
Yes,No,15,BTM,400.0,Delivery,Jayanagar,1,1,0
Yes,No,33,Koramangala 7th Block,200.0,Delivery,Jayanagar,2,1,1
Yes,No,179,Banashankari,600.0,Delivery,Jayanagar,3,1,0
Yes,Yes,1908,Jayanagar,800.0,Delivery,Jayanagar,4,1,1
Yes,No,239,BTM,400.0,Delivery,Jayanagar,2,1,0
Yes,No,827,BTM,500.0,Delivery,Jayanagar,1,1,1
Yes,No,96,JP Nagar,600.0,Delivery,Jayanagar,3,1,0
Yes,No,44,BTM,550.0,Delivery,Jayanagar,4,1,0
No,No,923,Jayanagar,600.0,Delivery,Jayanagar,2,1,1
Yes,No,210,Jayanagar,150.0,Delivery,Jayanagar,2,2,1
Yes,No,8,Basavanagudi,150.0,Delivery,Jayanagar,2,1,0
Yes,No,26,Koramangala 5th Block,600.0,Delivery,Jayanagar,4,1,0
Yes,No,104,Banashankari,700.0,Delivery,Jayanagar,1,1,0
Yes,No,16,BTM,350.0,Delivery,Jayanagar,2,1,0
Yes,Yes,2202,Koramangala 5th Block,1500.0,Delivery,Jayanagar,4,2,1
Yes,No,315,Jayanagar,300.0,Delivery,Jayanagar,2,1,1
Yes,No,142,Jayanagar,750.0,Delivery,Jayanagar,4,1,0
Yes,No,511,Koramangala 7th Block,750.0,Delivery,Jayanagar,2,1,1
Yes,No,291,Basavanagudi,600.0,Delivery,Jayanagar,1,1,1
Yes,No,740,JP Nagar,500.0,Delivery,Jayanagar,2,1,1
No,No,9,Koramangala 5th Block,200.0,Delivery,Jayanagar,1,1,0
Yes,No,28,Koramangala 5th Block,200.0,Delivery,Jayanagar,1,1,1
Yes,No,139,Banashankari,800.0,Delivery,Jayanagar,3,1,1
Yes,Yes,294,JP Nagar,500.0,Delivery,Jayanagar,2,1,1
No,No,62,Jayanagar,150.0,Delivery,Jayanagar,1,1,1
Yes,No,28,BTM,350.0,Delivery,Jayanagar,3,1,0
No,No,177,Jayanagar,700.0,Delivery,Jayanagar,5,1,0
No,Yes,234,Jayanagar,1000.0,Delivery,Jayanagar,2,1,1
Yes,Yes,1885,Jayanagar,1200.0,Delivery,Jayanagar,3,1,1
Yes,No,11,Koramangala 5th Block,300.0,Delivery,Jayanagar,2,1,0
Yes,No,9,BTM,250.0,Delivery,Jayanagar,2,1,1
Yes,No,61,BTM,350.0,Delivery,Jayanagar,4,1,0
Yes,No,9,Koramangala 5th Block,400.0,Delivery,Jayanagar,3,1,0
