online_order,book_table,votes,location,approx_cost(for two people),listed_in(type),listed_in(city),cuisines_counts,rest_type_counts,Target
Yes,No,1743,Brigade Road,400.0,Delivery,Frazer Town,1,1,1
Yes,Yes,3657,Lavelle Road,1300.0,Delivery,Frazer Town,2,2,1
Yes,Yes,194,St. Marks Road,800.0,Delivery,Frazer Town,4,1,1
Yes,No,32,Frazer Town,700.0,Delivery,Frazer Town,2,1,0
Yes,No,265,Indiranagar,700.0,Delivery,Frazer Town,2,2,1
Yes,No,176,Ulsoor,750.0,Delivery,Frazer Town,2,1,1
Yes,Yes,4734,Church Street,1500.0,Delivery,Frazer Town,3,1,1
Yes,No,19,Ulsoor,400.0,Delivery,Frazer Town,3,1,0
Yes,No,54,Frazer Town,600.0,Delivery,Frazer Town,3,1,0
Yes,No,190,Kammanahalli,600.0,Delivery,Frazer Town,2,1,1
Yes,No,11,Kammanahalli,300.0,Delivery,Frazer Town,1,1,0
Yes,No,127,Kammanahalli,400.0,Delivery,Frazer Town,2,1,1
Yes,No,2496,Lavelle Road,1600.0,Delivery,Frazer Town,6,1,1
Yes,No,44,Kammanahalli,600.0,Delivery,Frazer Town,2,1,1
Yes,No,59,Indiranagar,500.0,Delivery,Frazer Town,1,1,1
Yes,No,51,Indiranagar,500.0,Delivery,Frazer Town,1,1,0
Yes,No,151,Banaswadi,500.0,Delivery,Frazer Town,2,1,1
Yes,No,77,Banaswadi,400.0,Delivery,Frazer Town,1,1,0
No,No,135,Frazer Town,600.0,Delivery,Frazer Town,3,1,1
Yes,No,24,Ulsoor,300.0,Delivery,Frazer Town,2,1,0
Yes,No,198,Indiranagar,650.0,Delivery,Frazer Town,5,1,1
Yes,No,47,Richmond Road,300.0,Delivery,Frazer Town,2,1,1
Yes,No,175,Commercial Street,800.0,Delivery,Frazer Town,3,1,1
Yes,No,107,Lavelle Road,600.0,Delivery,Frazer Town,2,1,1
Yes,Yes,1401,Church Street,1700.0,Delivery,Frazer Town,2,2,1
Yes,Yes,2671,MG Road,1200.0,Delivery,Frazer Town,4,1,1
Yes,Yes,4678,Cunningham Road,1300.0,Delivery,Frazer Town,5,2,1
Yes,No,41,Ulsoor,100.0,Delivery,Frazer Town,1,1,0
Yes,No,306,Frazer Town,500.0,Delivery,Frazer Town,3,1,1
Yes,No,132,Frazer Town,400.0,Delivery,Frazer Town,4,1,1
Yes,No,77,Kammanahalli,500.0,Delivery,Frazer Town,2,2,1
Yes,No,9,Kammanahalli,250.0,Delivery,Frazer Town,2,2,0
Yes,No,851,Frazer Town,700.0,Delivery,Frazer Town,3,1,1
Yes,No,85,Residency Road,400.0,Delivery,Frazer Town,4,2,1
Yes,No,5308,Indiranagar,600.0,Delivery,Frazer Town,4,2,1
Yes,No,10,Frazer Town,600.0,Delivery,Frazer Town,1,1,0
Yes,Yes,397,Brigade Road,1600.0,Delivery,Frazer Town,3,2,1
Yes,No,258,Indiranagar,650.0,Delivery,Frazer Town,3,1,1
Yes,No,570,Ulsoor,700.0,Delivery,Frazer Town,5,1,1
Yes,No,200,Indiranagar,400.0,Delivery,Frazer Town,2,1,1
Yes,No,54,Commercial Street,400.0,Delivery,Frazer Town,3,2,1
Yes,No,29,BTM,500.0,Delivery,Frazer Town,2,1,1
Yes,No,62,Frazer Town,300.0,Delivery,Frazer Town,2,1,0
Yes,No,112,Frazer Town,1000.0,Delivery,Frazer Town,1,1,0
Yes,Yes,2040,MG Road,1500.0,Delivery,Frazer Town,7,1,1
Yes,No,90,Frazer Town,650.0,Delivery,Frazer Town,3,2,1
Yes,Yes,1623,Cunningham Road,1300.0,Delivery,Frazer Town,3,1,1
Yes,No,443,Frazer Town,600.0,Delivery,Frazer Town,3,1,1
Yes,Yes,1112,Church Street,1200.0,Delivery,Frazer Town,2,2,1
Yes,No,40,Kammanahalli,550.0,Delivery,Frazer Town,2,1,1
Yes,No,173,other,300.0,Delivery,Frazer Town,1,1,1
Yes,No,391,Cunningham Road,600.0,Delivery,Frazer Town,5,1,1
Yes,Yes,617,Cunningham Road,1100.0,Delivery,Frazer Town,6,1,1
Yes,No,28,Brigade Road,250.0,Delivery,Frazer Town,2,1,0
Yes,No,16,Brigade Road,800.0,Delivery,Frazer Town,4,1,0
Yes,No,67,Church Street,500.0,Delivery,Frazer Town,3,2,1
Yes,No,24,other,300.0,Delivery,Frazer Town,3,1,1
Yes,No,4,Frazer Town,200.0,Delivery,Frazer Town,2,1,0
Yes,No,227,Indiranagar,800.0,Delivery,Frazer Town,1,1,1
Yes,No,123,Brigade Road,400.0,Delivery,Frazer Town,2,2,0
Yes,No,9,Frazer Town,500.0,Delivery,Frazer Town,3,1,0
Yes,No,69,Frazer Town,700.0,Delivery,Frazer Town,1,1,1
Yes,No,558,Indiranagar,900.0,Delivery,Frazer Town,3,1,1
Yes,No,116,St. Marks Road,400.0,Delivery,Frazer Town,2,1,1
Yes,No,48,Kalyan Nagar,450.0,Delivery,Frazer Town,3,1,0
Yes,No,87,Ulsoor,500.0,Delivery,Frazer Town,4,1,1
Yes,No,41,Kammanahalli,600.0,Delivery,Frazer Town,2,1,0
Yes,No,1838,Indiranagar,900.0,Delivery,Frazer Town,2,1,1
Yes,No,216,Brigade Road,450.0,Delivery,Frazer Town,2,1,1
Yes,No,41,Brigade Road,500.0,Delivery,Frazer Town,1,1,0
Yes,No,62,St. Marks Road,400.0,Delivery,Frazer Town,3,1,1
Yes,No,76,Kammanahalli,450.0,Delivery,Frazer Town,4,1,0
Yes,No,131,Indiranagar,40.0,Delivery,Frazer Town,3,1,0
Yes,No,209,Kammanahalli,550.0,Delivery,Frazer Town,4,1,1
Yes,No,17,Ulsoor,200.0,Delivery,Frazer Town,3,1,0
Yes,No,49,Kammanahalli,300.0,Delivery,Frazer Town,4,1,1
Yes,Yes,2230,Lavelle Road,3000.0,Delivery,Frazer Town,2,2,1
Yes,No,163,Church Street,350.0,Delivery,Frazer Town,3,1,0
Yes,No,114,Kammanahalli,300.0,Delivery,Frazer Town,4,1,0
Yes,No,382,Kammanahalli,700.0,Delivery,Frazer Town,2,1,1
Yes,No,73,Frazer Town,250.0,Delivery,Frazer Town,1,1,1
Yes,No,14,Indiranagar,200.0,Delivery,Frazer Town,1,1,0
Yes,No,184,Indiranagar,650.0,Delivery,Frazer Town,3,1,1
Yes,No,283,Indiranagar,700.0,Delivery,Frazer Town,1,1,0
Yes,No,48,Indiranagar,200.0,Delivery,Frazer Town,3,1,1
Yes,No,194,Frazer Town,800.0,Delivery,Frazer Town,4,1,1
Yes,No,289,Indiranagar,300.0,Delivery,Frazer Town,1,1,1
Yes,No,334,Indiranagar,550.0,Delivery,Frazer Town,3,1,0
Yes,No,21,Indiranagar,500.0,Delivery,Frazer Town,1,1,0
Yes,No,69,Indiranagar,750.0,Delivery,Frazer Town,2,1,1
Yes,Yes,452,Church Street,600.0,Delivery,Frazer Town,1,1,1
Yes,No,85,Indiranagar,450.0,Delivery,Frazer Town,2,1,1
Yes,No,83,Indiranagar,100.0,Delivery,Frazer Town,3,2,1
Yes,No,125,Indiranagar,500.0,Delivery,Frazer Town,2,1,0
Yes,No,78,Commercial Street,350.0,Delivery,Frazer Town,5,2,1
Yes,No,117,Ulsoor,600.0,Delivery,Frazer Town,1,1,1
Yes,Yes,500,Lavelle Road,1300.0,Delivery,Frazer Town,2,2,1
Yes,Yes,1219,St. Marks Road,1700.0,Delivery,Frazer Town,6,2,1
Yes,No,17,Indiranagar,500.0,Delivery,Frazer Town,3,1,0
Yes,No,131,Brigade Road,180.0,Delivery,Frazer Town,2,1,1
Yes,Yes,475,Cunningham Road,1700.0,Delivery,Frazer Town,3,1,1
Yes,No,296,Commercial Street,600.0,Delivery,Frazer Town,1,1,0
Yes,No,29,Ulsoor,300.0,Delivery,Frazer Town,2,1,0
Yes,Yes,1362,MG Road,2100.0,Delivery,Frazer Town,1,1,1
Yes,No,218,Kammanahalli,600.0,Delivery,Frazer Town,3,1,1
Yes,No,255,Frazer Town,700.0,Delivery,Frazer Town,3,1,1
Yes,No,46,Ulsoor,300.0,Delivery,Frazer Town,1,1,0
Yes,No,149,Frazer Town,500.0,Delivery,Frazer Town,2,1,1
Yes,No,719,Kammanahalli,1000.0,Delivery,Frazer Town,4,1,1
Yes,No,201,other,550.0,Delivery,Frazer Town,2,1,1
Yes,No,904,Ulsoor,2000.0,Delivery,Frazer Town,1,1,1
Yes,No,63,Banaswadi,500.0,Delivery,Frazer Town,3,1,0
Yes,No,133,Cunningham Road,1500.0,Delivery,Frazer Town,3,1,1
Yes,No,35,Shivajinagar,350.0,Delivery,Frazer Town,2,1,0
Yes,No,87,Banaswadi,450.0,Delivery,Frazer Town,1,1,0
Yes,No,7546,Church Street,1500.0,Delivery,Frazer Town,5,1,1
Yes,Yes,1022,Brigade Road,700.0,Delivery,Frazer Town,2,1,1
Yes,No,16,Kammanahalli,550.0,Delivery,Frazer Town,4,1,0
Yes,No,288,Frazer Town,400.0,Delivery,Frazer Town,2,1,0
Yes,No,43,Ulsoor,150.0,Delivery,Frazer Town,2,1,0
Yes,No,402,Cunningham Road,750.0,Delivery,Frazer Town,4,1,1
Yes,No,1098,Ulsoor,1300.0,Delivery,Frazer Town,2,1,1
Yes,Yes,688,Indiranagar,1000.0,Delivery,Frazer Town,2,1,1
Yes,No,566,Indiranagar,400.0,Delivery,Frazer Town,5,1,0
Yes,No,20,Kammanahalli,600.0,Delivery,Frazer Town,4,1,0
Yes,Yes,2924,Church Street,1000.0,Delivery,Frazer Town,6,1,1
Yes,No,1380,Frazer Town,700.0,Delivery,Frazer Town,2,1,1
Yes,No,105,Frazer Town,500.0,Delivery,Frazer Town,4,1,1
Yes,No,4,Kammanahalli,200.0,Delivery,Frazer Town,3,2,0
Yes,No,17,Ulsoor,300.0,Delivery,Frazer Town,1,1,0
Yes,Yes,2840,Residency Road,800.0,Delivery,Frazer Town,7,2,1
Yes,No,1707,Church Street,1300.0,Delivery,Frazer Town,3,1,1
Yes,No,114,Frazer Town,500.0,Delivery,Frazer Town,2,1,0
Yes,No,28,Kammanahalli,400.0,Delivery,Frazer Town,2,1,1
Yes,No,205,St. Marks Road,500.0,Delivery,Frazer Town,3,1,1
Yes,No,1766,St. Marks Road,750.0,Delivery,Frazer Town,2,1,1
Yes,No,18,Kammanahalli,200.0,Delivery,Frazer Town,2,1,0
Yes,No,255,Vasanth Nagar,500.0,Delivery,Frazer Town,3,1,1
Yes,Yes,96,Brigade Road,1300.0,Delivery,Frazer Town,3,2,1
Yes,No,41,Frazer Town,200.0,Delivery,Frazer Town,2,1,0
Yes,No,450,Frazer Town,700.0,Delivery,Frazer Town,2,1,1
Yes,No,86,other,500.0,Delivery,Frazer Town,2,1,0
Yes,No,126,Frazer Town,700.0,Delivery,Frazer Town,2,1,0
Yes,No,21,Frazer Town,250.0,Delivery,Frazer Town,2,1,0
Yes,No,654,Cunningham Road,750.0,Delivery,Frazer Town,2,2,1
Yes,Yes,836,Kammanahalli,800.0,Delivery,Frazer Town,5,1,1
Yes,Yes,982,Ulsoor,1000.0,Delivery,Frazer Town,3,2,1
Yes,No,21,Indiranagar,300.0,Delivery,Frazer Town,3,2,0
Yes,Yes,1913,MG Road,2100.0,Delivery,Frazer Town,5,1,1
Yes,No,119,Frazer Town,1000.0,Delivery,Frazer Town,3,1,1
Yes,No,184,Brigade Road,500.0,Delivery,Frazer Town,2,1,0
Yes,Yes,487,St. Marks Road,1900.0,Delivery,Frazer Town,1,2,1
Yes,No,148,Brigade Road,450.0,Delivery,Frazer Town,3,1,1
Yes,No,31,Frazer Town,900.0,Delivery,Frazer Town,2,1,0
